model,event_budget,seed,r2_vx,r2_vy,r2_joint,n_events_used,n_events_total,notes
deeper_snn,1.0,0,0.6192167673054996,0.6209538772650439,0.619863780492687,,,
deeper_snn,0.5,0,0.523448456143759,0.48967234376102686,0.510868026215599,,,
deeper_snn,0.25,0,0.33863377564121033,0.242318838722833,0.30275980349170206,,,
deeper_snn,0.1,0,0.2305394599601035,0.032015239768524495,0.15659607616085947,,,
deeper_snn,1.0,1,0.5916459771668284,0.6268358817697284,0.6047529956424582,,,
deeper_snn,0.5,1,0.5005009915780205,0.44354314683883667,0.479286170686832,,,
deeper_snn,0.25,1,0.32807581746208736,0.27204090019085414,0.3072047550297694,,,
deeper_snn,0.1,1,0.24317518211326772,0.06585231207257136,0.17712856561907098,,,
deeper_snn,1.0,2,0.6351120913458653,0.6461521740928066,0.6392241391098343,,,
deeper_snn,0.5,2,0.52445325538352,0.48876914696167073,0.5111621631327894,,,
deeper_snn,0.25,2,0.31540005359298906,0.2859769163460981,0.30444095586715414,,,
deeper_snn,0.1,2,0.2617009463738551,0.05408434162249509,0.18437096480580772,,,
