model,event_budget,seed,r2_vx,r2_vy,r2_joint,n_events_used,n_events_total,notes
snn_jitter,1.0,0,0.13731282966662095,0.13709197074099377,0.1372305673799974,,,gaussian jitter on within-bin spike times
snn_jitter,1.0,0,0.13069453805323816,0.13582248207707748,0.13260451927714068,,,gaussian jitter on within-bin spike times
snn_jitter,1.0,0,0.1308147669639439,0.12940159429395592,0.13028840917741946,,,gaussian jitter on within-bin spike times
snn_jitter,1.0,0,0.13614265082225463,0.12165068503269871,0.13074489639537135,,,gaussian jitter on within-bin spike times
snn_jitter,1.0,0,0.1377512356645929,0.14122629437405765,0.13904557445927945,,,gaussian jitter on within-bin spike times
snn_jitter,1.0,0,0.1257639175817803,0.1150514462497726,0.12177389370269576,,,gaussian jitter on within-bin spike times
snn_jitter,0.25,0,0.05032436817218788,0.02283160052906974,0.040084266145459124,,,gaussian jitter on within-bin spike times
snn_jitter,0.25,0,0.052579398702383484,0.02002727173176133,0.040454860871444676,,,gaussian jitter on within-bin spike times
snn_jitter,0.25,0,0.03749490907369413,0.007967502868240661,0.026496974778629,,,gaussian jitter on within-bin spike times
snn_jitter,0.25,0,0.03609194928116932,0.025427735483002145,0.03211989965904205,,,gaussian jitter on within-bin spike times
snn_jitter,0.25,0,0.048057992423048645,0.02023984132110268,0.03769669634778117,,,gaussian jitter on within-bin spike times
snn_jitter,0.25,0,0.04519330971554092,0.012641257804499206,0.03306879984169153,,,gaussian jitter on within-bin spike times
snn_jitter,1.0,1,0.13150531948103505,0.12058109893396007,0.1274364263664296,,,gaussian jitter on within-bin spike times
snn_jitter,1.0,1,0.13699823943267164,0.12600671148662346,0.13290427664732274,,,gaussian jitter on within-bin spike times
snn_jitter,1.0,1,0.13923185420336015,0.1372423318223447,0.13849082614716313,,,gaussian jitter on within-bin spike times
snn_jitter,1.0,1,0.13970069538446905,0.13227219441337557,0.13693383652045465,,,gaussian jitter on within-bin spike times
snn_jitter,1.0,1,0.13353969155394874,0.12506871136584274,0.13038454535264155,,,gaussian jitter on within-bin spike times
snn_jitter,1.0,1,0.1483650444783291,0.12270743931410166,0.13880847680010278,,,gaussian jitter on within-bin spike times
snn_jitter,0.25,1,0.034550275516410434,0.023057314879618818,0.030269546452038498,,,gaussian jitter on within-bin spike times
snn_jitter,0.25,1,0.033379304248244646,0.02374755714977428,0.02979181264811559,,,gaussian jitter on within-bin spike times
snn_jitter,0.25,1,0.031984762223464025,0.023880292364062305,0.028966128402740154,,,gaussian jitter on within-bin spike times
snn_jitter,0.25,1,0.019469642043873137,0.016575501750383803,0.0183916752029315,,,gaussian jitter on within-bin spike times
snn_jitter,0.25,1,0.02712116697172362,0.014502644997328118,0.022421205362850305,,,gaussian jitter on within-bin spike times
snn_jitter,0.25,1,0.025099791791002746,0.016997560520190635,0.02208199176685577,,,gaussian jitter on within-bin spike times
snn_jitter,1.0,2,0.14190147540318565,0.12681856742118736,0.13628361551362,,,gaussian jitter on within-bin spike times
snn_jitter,1.0,2,0.13334551869655042,0.13185291981986735,0.13278957740389408,,,gaussian jitter on within-bin spike times
snn_jitter,1.0,2,0.12597765737933153,0.13499254923859128,0.12933539180596543,,,gaussian jitter on within-bin spike times
snn_jitter,1.0,2,0.1381321547513521,0.11935475884051527,0.13113822629644878,,,gaussian jitter on within-bin spike times
snn_jitter,1.0,2,0.14027633598613898,0.1333241931528183,0.13768690400018113,,,gaussian jitter on within-bin spike times
snn_jitter,1.0,2,0.15419959993343269,0.1207236895146524,0.14173098482069602,,,gaussian jitter on within-bin spike times
snn_jitter,0.25,2,0.034550275516410434,0.023057314879618818,0.030269546452038498,,,gaussian jitter on within-bin spike times
snn_jitter,0.25,2,0.03747651732826207,0.013631632571716956,0.028595125105688513,,,gaussian jitter on within-bin spike times
snn_jitter,0.25,2,0.04072018048649628,0.02007881210934981,0.03303198696240117,,,gaussian jitter on within-bin spike times
snn_jitter,0.25,2,0.037626818212346924,0.013208686266867442,0.02853191130193189,,,gaussian jitter on within-bin spike times
snn_jitter,0.25,2,0.03717316413664218,0.006853695850805863,0.02588021419892117,,,gaussian jitter on within-bin spike times
snn_jitter,0.25,2,0.043071992092012845,0.01684157608953063,0.03330207225143289,,,gaussian jitter on within-bin spike times
